date,Account,sentiment,daily_pnl,num_trades,avg_trade_size,long_trades,short_trades,win_rate,long_short_ratio
2024-01-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,135.58166400000002,22,13569.154545454547,11,11,0.8333333333333334,0.9999999999090909
2024-01-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-835.681235,97,10812.887216494846,52,45,0.24324324324324326,1.1555555555298767
2024-01-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-269.874439,128,11894.159609375,40,88,0.47761194029850745,0.4545454545402892
2024-01-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-826.349863,70,12429.313857142857,28,42,0.6428571428571429,0.6666666666507937
2024-01-10,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-1517.091342,193,10660.515440414507,92,101,0.4939759036144578,0.9108910890998921
2024-01-11,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Greed,0.0,2,23066.935,2,0,0.0,1999999999.9999998
2024-01-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-164.08950099999998,19,13641.064736842105,11,8,0.5555555555555556,1.374999999828125
2024-01-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-1925.519024,7,28583.181428571428,5,2,0.0,2.49999999875
2024-01-15,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Neutral,152.85358,9,69.98444444444445,0,9,1.0,0.0
2024-01-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,0.0,5,10001.248,5,0,0.0,5000000000.0
2024-01-16,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Greed,-3238.8,6,10580.346666666666,4,2,0.0,1.999999999
2024-01-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,939.6285419999999,3,17648.416666666668,0,3,1.0,0.0
2024-01-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,813.2741110000001,53,15110.019433962265,31,22,0.5789473684210527,1.4090909090268595
2024-01-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,68.93319,46,9231.120217391304,18,28,0.3333333333333333,0.6428571428341837
2024-01-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Neutral,-0.20400000000000001,9,169.64555555555555,4,5,0.25,0.79999999984
2024-01-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,-385.215235,39,10946.209230769231,27,12,0.21739130434782608,2.2499999998125
2024-01-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,-146.57487000000003,106,10095.193490566038,60,46,0.46875,1.3043478260586012
2024-01-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,266.58114600000005,11,9375.43090909091,3,8,0.6,0.374999999953125
2024-01-22,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1166.248788,48,1125.4704166666668,28,20,0.5384615384615384,1.39999999993
2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,209.39217099999996,37,7671.794864864864,23,14,0.6,1.642857142739796
2024-01-23,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,-369.2447299999998,45,9211.531777777778,33,12,0.55,2.7499999997708335
2024-01-24,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,-2808.353815,68,14192.42044117647,27,41,0.25,0.6585365853497919
2024-01-25,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,-3093.6293849999997,6,11094.355000000001,0,6,0.0,0.0
2024-01-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Neutral,90.2,2,4627.9,1,1,1.0,0.9999999989999999
2024-01-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,0.0,3,839.1366666666667,3,0,0.0,3000000000.0
2024-01-28,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Neutral,-2478.06972,11,1646.2754545454545,0,11,0.0,0.0
2024-01-29,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1.71544,2,1034.4299999999998,1,1,1.0,0.9999999989999999
2024-01-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,484.847102,72,5724.157222222222,20,52,1.0,0.38461538460798816
2024-01-30,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-173.65419100000003,49,8183.905714285715,28,21,0.2631578947368421,1.3333333332698412
2024-01-31,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-799.840817,859,7340.683504074505,470,389,0.5298165137614679,1.2082262210765855
2024-02-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,6,334.69666666666666,6,0,0.0,6000000000.0
2024-02-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,456.423473,42,11292.343571428572,19,23,0.6190476190476191,0.8260869564858223
2024-02-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,223.30918699999998,56,10782.5,18,38,0.5,0.47368421051385046
2024-02-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,47.62389499999999,35,5805.358,19,16,0.32142857142857145,1.1874999999257811
2024-02-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-33.45419400000003,72,10697.198055555556,33,39,0.4375,0.84615384613215
2024-02-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-215.615907,1088,7396.280707720588,518,570,0.3422562141491396,0.9087719298229671
2024-02-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,241.24212,15,450.582,7,8,1.0,0.874999999890625
2024-02-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,770.756024,10,2605.112,2,8,1.0,0.24999999996875
2024-02-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,983.443176,34,6244.465294117647,23,11,1.0,2.090909090719008
2024-02-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,913.8817869999998,16,14202.981249999999,11,5,0.4,2.19999999956
2024-02-13,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,559.44389,14,142.85642857142858,0,14,1.0,0.0
2024-02-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,3639.3031690000003,88,2478.8488636363636,27,61,0.9875,0.44262295081241604
2024-02-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,191.29666400000002,23,4465.268695652174,7,16,1.0,0.43749999997265626
2024-02-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1024.70728,52,1469.9592307692308,49,3,1.0,16.333333327888887
2024-02-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,816.0903969999999,11,9886.378181818181,3,8,0.7272727272727273,0.374999999953125
2024-02-16,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,5491.768834,170,2730.2580588235296,105,65,1.0,1.6153846153597633
2024-02-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,12,8396.053333333333,10,2,0.0,4.9999999975
2024-02-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1670.012358,64,3161.86234375,25,39,1.0,0.6410256410092046
2024-02-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,259.62944200000004,30,6791.962666666667,25,5,0.6363636363636364,4.999999999
2024-02-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,477.6248299999999,97,1619.0532989690723,38,59,0.8970588235294118,0.6440677965992532
2024-02-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,4325.827543,95,2488.1485263157892,38,57,1.0,0.6666666666549708
2024-02-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-8.05898,6,8333.848333333333,3,3,0.3333333333333333,0.9999999996666666
2024-02-20,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,3053.31353,35,3363.1262857142856,13,22,0.9642857142857143,0.5909090908822314
2024-02-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,210.315294,4,427.575,0,4,1.0,0.0
2024-02-21,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1858.7985700000002,21,4668.662857142857,6,15,1.0,0.39999999997333335
2024-02-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,1,10005.6,1,0,0.0,999999999.9999999
2024-02-22,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,3894.1050699999996,86,4279.456162790698,33,53,0.7407407407407407,0.6226415094222143
2024-02-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,2,2500.32,2,0,0.0,1999999999.9999998
2024-02-23,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1418.55293,143,776.966013986014,131,12,0.9927536231884058,10.916666665756944
2024-02-25,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,-30.7705,5,896.0260000000001,2,3,0.0,0.6666666664444444
2024-02-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,4416.8473,37,5180.734324324325,27,10,1.0,2.69999999973
2024-02-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,2,249.98499999999999,0,2,0.0,0.0
2024-02-27,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,312.130593,55,3759.7450909090912,33,22,0.5428571428571428,1.499999999931818
2024-02-27,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,576.38114,8,322.04,0,8,1.0,0.0
2024-02-28,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2503.747235,45,3802.380666666667,31,14,1.0,2.214285714127551
2024-02-29,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,8493.192736,109,3402.198532110092,60,49,1.0,1.2244897958933778
2024-02-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,1320.804256,7,3546.727142857143,0,7,1.0,0.0
2024-03-01,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,8244.241409,137,3452.370072992701,37,100,1.0,0.3699999999963
2024-03-02,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1674.715167,24,2510.5745833333335,21,3,1.0,6.9999999976666665
2024-03-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-1443.814567,7,420.5385714285714,7,0,0.0,7000000000.0
2024-03-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,8361.086245,79,4946.1478481012655,36,43,1.0,0.8372093023061115
2024-03-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,26773.771643,287,5485.087665505226,161,126,0.9844357976653697,1.2777777777676367
2024-03-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,1026.004099,13,290.5161538461538,0,13,1.0,0.0
2024-03-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,19791.026041,180,4676.724,55,125,1.0,0.43999999999648
2024-03-06,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,6814.825139,82,3990.4636585365856,49,33,1.0,1.4848484848034895
2024-03-08,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,4271.886236,67,2740.047462686567,19,48,1.0,0.39583333332508686
2024-03-09,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,9949.501624,117,5625.459401709401,83,34,0.9065420560747663,2.441176470516436
2024-03-10,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2482.9272,42,5237.472619047619,38,4,0.7631578947368421,9.499999997625
2024-03-11,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,3588.179495,42,4202.844047619047,12,30,1.0,0.3999999999866667
2024-03-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,3039.166,8,12880.10625,1,7,1.0,0.1428571428367347
2024-03-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,7,857.2571428571428,7,0,0.0,7000000000.0
2024-03-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,65.480454,1,6066.28,0,1,1.0,0.0
2024-03-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,3400.385378,17,11756.876470588235,2,15,1.0,0.13333333332444444
2024-03-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,338.42832,8,3292.47625,7,1,1.0,6.999999992999999
2024-03-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,5509.2545,35,7132.707714285714,13,22,1.0,0.5909090908822314
2024-03-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,388.830831,19,3995.254210526316,6,13,1.0,0.4615384615029586
2024-03-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,228.57984,6,4537.276666666667,5,1,1.0,4.999999995
2024-03-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,2,5000.0,0,2,0.0,0.0
2024-03-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,429.683075,14,6218.810714285714,10,4,1.0,2.499999999375
2024-03-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,73.61088,7,705.8557142857143,6,1,1.0,5.9999999939999995
2024-03-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,2,3751.305,2,0,0.0,1999999999.9999998
2024-03-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,12,2833.491666666667,12,0,0.0,12000000000.0
2024-03-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1244.6384,6,8540.285,1,5,1.0,0.19999999996
2024-03-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,212.3193,1,5214.47,0,1,1.0,0.0
2024-03-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,4,2266.8775,4,0,0.0,3999999999.9999995
2024-03-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,842.799493,10,18098.891,5,5,1.0,0.9999999998
2024-03-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-174.00152,10,2982.842,8,2,0.0,3.999999998
2024-03-20,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2593.147623,59,2446.8210169491526,23,36,1.0,0.638888888871142
2024-03-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,3829.986976,10,7134.341,6,4,1.0,1.499999999625
2024-03-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,1,9744.18,1,0,0.0,999999999.9999999
2024-03-21,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2097.182,23,4256.877391304348,22,1,1.0,21.999999977999998
2024-03-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,238.326075,4,2560.8025000000002,3,1,1.0,2.9999999969999998
2024-03-24,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1297.018477,19,4873.274210526315,15,4,1.0,3.7499999990625
2024-03-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,1302.916428,7,8159.4742857142855,0,7,1.0,0.0
2024-03-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,20.599193,7,3426.62,6,1,1.0,5.9999999939999995
2024-03-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,3195.3074,111,1572.7824324324324,2,109,1.0,0.018348623853042673
2024-03-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,189.192,27,3224.6703703703706,12,15,1.0,0.7999999999466667
2024-03-27,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,-38.78086,11,1163.5172727272727,7,4,0.0,1.7499999995625
2024-03-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,3,6671.296666666666,3,0,0.0,3000000000.0
2024-03-28,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,227.85100799999998,10,1530.983,9,1,1.0,8.999999991
2024-03-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,883.097404,15,5794.291333333333,9,6,1.0,1.49999999975
2024-03-30,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1100.57514,45,2246.753777777778,1,44,1.0,0.0227272727267562
2024-03-31,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,912.786145,13,3070.2276923076925,0,13,1.0,0.0
2024-04-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.840939,29,4654.808275862069,25,4,1.0,6.2499999984375
2024-04-01,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2507.122467,48,4260.021458333334,7,41,0.975609756097561,0.170731707312909
2024-04-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,883.760812,37,6072.016756756757,6,31,1.0,0.1935483870905307
2024-04-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,4,3749.9725,4,0,0.0,3999999999.9999995
2024-04-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,126.7884,2,3443.955,1,1,1.0,0.9999999989999999
2024-04-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,2,4999.83,2,0,0.0,1999999999.9999998
2024-04-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,32,2999.6165625,0,32,0.0,0.0
2024-04-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,4444.4983010000005,10,17253.157,10,0,1.0,10000000000.0
2024-04-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,5296.433789,82,3723.111585365854,7,75,1.0,0.09333333333208889
2024-04-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,965.5522159999999,8,3245.635,0,8,1.0,0.0
2024-04-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,236.33513399999998,16,4263.979375,0,16,1.0,0.0
2024-04-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,23,2173.397391304348,0,23,0.0,0.0
2024-04-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,28,5827.370357142857,0,28,0.0,0.0
2024-04-08,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,1218.4267,2,24387.135,1,1,1.0,0.9999999989999999
2024-04-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,3,19021.280000000002,0,3,0.0,0.0
2024-04-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,5207.443414,41,8578.926097560974,40,1,1.0,39.99999996
2024-04-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,389.743164,16,4775.06,14,2,1.0,6.9999999965
2024-04-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,21,7138.52761904762,21,0,0.0,21000000000.0
2024-04-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2237.798674,93,2815.611935483871,7,86,0.8255813953488372,0.08139534883626284
2024-04-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,-2830.444513,15,2021.84,15,0,0.0,15000000000.0
2024-04-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,18,8677.150000000001,18,0,0.0,18000000000.0
2024-04-13,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,6621.451755,71,4651.021830985916,28,43,1.0,0.6511627906825311
2024-04-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,-36565.98544,64,9199.4678125,23,41,0.07317073170731707,0.5609756097424152
2024-04-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,461.97292000000004,43,1637.1216279069768,23,20,0.9090909090909091,1.1499999999425
2024-04-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,3,16671.31666666667,3,0,0.0,3000000000.0
2024-04-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,3774.08872,38,6344.664210526315,15,23,1.0,0.6521739130151228
2024-04-16,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,Greed,0.0,1,91.08,0,1,0.0,0.0
2024-04-16,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2467.702221,46,3952.523695652174,31,15,1.0,2.066666666528889
2024-04-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,2441.4683999999997,14,6968.785000000001,13,1,1.0,12.999999986999999
2024-04-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,1946.4454620000001,35,9635.940571428573,5,30,1.0,0.1666666666611111
2024-04-20,0x430f09841d65beb3f27765503d0f850b8bce7713,Greed,0.0,20,2436.6825,20,0,0.0,20000000000.0
2024-04-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,2,5999.795,0,2,0.0,0.0
2024-04-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,9,5332.623333333333,0,9,0.0,0.0
2024-04-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,759.2148159999999,54,3567.7494444444446,35,19,1.0,1.8421052630609418
2024-04-23,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Greed,360.32138,12,3366.369166666667,2,10,1.0,0.19999999998
2024-04-24,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,279.185907,20,7063.762,13,7,0.8571428571428571,1.857142856877551
2024-04-25,0x430f09841d65beb3f27765503d0f850b8bce7713,Greed,0.0,68,753.8510294117647,68,0,0.0,67999999999.99999
2024-04-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,6,11496.523333333333,6,0,0.0,6000000000.0
2024-04-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,3,1662.7633333333335,0,3,0.0,0.0
2024-04-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,4281.488139,27,5713.498888888889,0,27,1.0,0.0
2024-04-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,8,3374.92625,0,8,0.0,0.0
2024-04-28,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,50,339.7238,0,50,0.0,0.0
2024-04-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,526.9338359999999,31,3370.167419354839,24,7,1.0,3.4285714280816326
2024-04-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,0.0,14,301.70142857142855,0,14,0.0,0.0
2024-04-30,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,0.0,24,5209.114583333333,24,0,0.0,24000000000.0
2024-05-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,0.0,14,6216.103571428571,14,0,0.0,14000000000.0
2024-05-03,0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,5319.861625,23,12059.708260869564,0,23,1.0,0.0
2024-05-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,Neutral,-13.844579999999999,7,47.215714285714284,3,4,0.3333333333333333,0.7499999998125
2024-05-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,0.0,6,829.8083333333334,0,6,0.0,0.0
